""" @ MorrisFrance: Excited for the Miss Universe! Hi @ realDonaldTrump """,entertainment
Getting ready to leave for Europe. First meeting - NATO. The U.S. is spending many times more than any other country in order to protect them. Not fair to the U.S. taxpayer. On top of that we lose $151 Billion on Trade with the European Union. Charge us big Tariffs (& Barriers)!,opinion
"We will always provide for our Veterans and their mental health. I pushed Congress to provide $10 Billion for Vet mental health, suicide prevention outreach, and funding for my PREVENTS Initiative to end Vet suicide. Congress responded. A big win for our Vets!","opinion, themselves"
Thank you Philip!https://twitter.com/fiverights/status/1272144874402451456 …,none_of_the_above
""" @ midniteracers: @ realDonaldTrump Gets my vote for President. He's my hero! When I grow up I want to be like him.""","praising, themselves"
....We are finishing our study of Tariffs on cars from the E.U. in that they have long taken advantage of the U.S. in the form of Trade Barriers and Tariffs. In the end it will all even out - and it won’t take very long!,opinion
"Entrepreneurs: Seek opportunity, and see opportunity as a perk. You never know what will evolve. Keep an open mind!",opinion
pic.twitter.com/hUVUJb9zSA,none_of_the_above
"This is true. I say it all the time. The Republicans must play by the same rules, or die! Wow Mollie, you are good.https://twitter.com/MZHemingway/status/1261335363240550402 …",opinion
""" @ RoadkingL: @ mike_pence Wow, Kaine couldn't go 12 seconds without a lie. Marines and military are scared of the liar running. # bengazi""","critizicing, others"
"Interesting how ANTIFA and other Far Left militant groups can take over a city without barely a wimpier from soft Do Nothing Democrat leadership, yet these same weak leaders become RADICAL when it comes to shutting down a state or city and its hard working, tax paying citizens!","critizicing, others"
"The corrupt Mainstream Media is working overtime not to mention the infiltration of people, Spies (Informants), into my campaign! Surveillance much?","critizicing, entertainment"
10:00 A.M.https://twitter.com/realDonaldTrump/status/1271768522218180609 …,none_of_the_above
"All he does is go on television is talk, talk, talk, but incapable of doing anything.","critizicing, others"
""" @ archangeljf12: ;, @ realDonaldTrump for President of the United States! @ SenTedCruz Vice President ;A # WinningTicket2016 # TrumpCruz2016""","praising, themselves"
"“Regulate Twitter if they are going to start regulating free speech.” @ JudgeJeanine @ foxandfriends Well, as they have just proven conclusively, that’s what they are doing. Repeal Section 230!!!",opinion
""" @ nick_nlawrie: @ realDonaldTrump if you're as strident in life as you are with these tweets then no wonder you're loaded.","praising, themselves"
pic.twitter.com/VLlc0BHW41,none_of_the_above
"Iran, with all of the money and all else given to them by Obama, has wanted a way to take over Saudi Arabia & their oil. THEY JUST FOUND IT!","critizicing, others, opinion"
30 DAYS TO SLOW THE SPREADpic.twitter.com/GIzwKSt5mq,none_of_the_above
".....But we are winning big, and they will soon be on our turf.",praising
https://www.whitehouse.gov/presidential-actions/proclamation-flag-day-national-flag-week-2020/ …,none_of_the_above
I will be making my announcement on the next Secretary of State tomorrow morning.,themselves
""" @ diannelea1958: @ ApprenticeNBC @ realDonaldTrump @ ChannelGuide So excited for this season."" It may be one of the best and most vicious ever.","praising, themselves, entertainment"
"Great lineup on @ FoxNews tonight with @ JesseBWatters, @ JudgeJeanine and & @ greggutfeld. All starts at 8:00 P.M. Will be discussing and explaining the Impeachment Hoax!","praising, entertainment"
"Chris Jacobs ( @ JacobsNY27) will be a tremendous Congressman who will always fight for New York. He is Strong on the Border, our Military and Vets, and the Second Amendment. Chris has my Complete and Total Endorsement! Vote for Chris on June 23! # NY27https://secure.winred.com/chrisjacobs/donate …","praising, others"
"I’ve done more in less than 4 years than Biden’s done in more than 40 years, including for Black America. Biden has been a part of every failed decision for decades. Bad Trade Deals, Endless Wars, you name it, he has shown a complete lack of leadership. He’s weak & shot!!!","praising, themselves, critizicing, others"
I will be interviewed at 7:00 A.M. on @ foxandfriends - Enjoy.,"themselves, entertainment"
Via @ BreitbartNews-http://www.breitbart.com/big-government/2015/07/15/the-10-most-important-reasons-trump-would-make-a-great-president/ …,entertainment
# MakeAmericaGreatAgain!pic.twitter.com/8rWz6p1Ged,none_of_the_above
""" @ MarkFleming22: “If you're interested in 'balancing' work and pleasure, stop! Instead make your work more pleasurable - @ realDonaldTrump""”""",none_of_the_above
""" @ Danwolff22: @ realDonaldTrump I believe in you to bring this country back to what it once was! MR. Trump for president!"" Thanks Dan!","praising, themselves"
"...of respect for this Holiday, and in observance of this important occasion and all that it represents. I have therefore decided to move our rally to Saturday, June 20th, in order to honor their requests...",none_of_the_above
I want to thank Rush Limbaugh for the tremendous support he has given to the MAKE AMERICA GREAT AGAIN Movement and our KEEP AMERICA GREAT Agenda! He is a major star who never wavered despite the Fake News Hits he has had to endure. His voice is far bigger than theirs!,"praising, others, critizicing, entertainment"
"....and advanced aircraft anywhere in the World. Perhaps even Air Force One will do a low & loud sprint over the crowd. That will start at 6:00P.M., but be there early. Then, at 9:00 P.M., a great (to put it mildly) fireworks display. I will speak on behalf of our great Country!","themselves, entertainment"
"Republicans are doing really well with the Senate Midterms. Races that we were not even thinking about winning are now very close, or even leading. Election night will be very interesting indeed!",none_of_the_above
""" @ KdanielsK: @ misstcassidy @ AllAboutTheTea_ @ realDonaldTrump My money is on Kenya getting fired first.""","praising, entertainment"
"“We have greater confidence in our call for a V-shaped recovery, given recent upside surprises in growth data and policy action.” Chetan Ahya, Chief Economist at Morgan Stanley","opinion, others"
""" @ RunningDeep67: @ UniqueCaptures Too strong? Point out a time in America's history where it was good to have a PUSSY in the White House!""","praising, themselves"
"Just landed in Duluth, Minnesota. Two events planned - looking forward to them and being with @ PeteStauber and his wonderful family!","praising, others"
"Thank you Frank. Fredo’s ratings are really bad, more than 50% down. A loser!!!https://twitter.com/FrankLuntz/status/1271263223858163713 …","critizicing, others"
"Wow! May retail sales show biggest one-month increase of ALL TIME, up 17.7%. Far bigger than projected. Looks like a BIG DAY FOR THE STOCK MARKET, AND JOBS!",opinion
""" @ RustyHook2: @ realDonaldTrump @ trillacamila You would be a damn sight better than Jeb ! or ""Billary"" !""","critizicing, others"
""" @ paulfincher2: I truly believe @ realDonaldTrump is America's best choice to get our economy back on course & create needed jobs.","praising, themselves"
"""Iran hides behind its assertion of technical compliance w/the nuclear deal, while it brazenly violates the other limits.."" Amb. @ NikkiHaleypic.twitter.com/xvHgx7d1cT",opinion
I will be interviewed on @ TODAYshow and Good Morning America at 7:00 A.M.,"themselves, entertainment"
"Via @ DMRegister by @ JenniferJJacobs: ""Trump: 'I would've won the race against Obama'""http://www.desmoinesregister.com/story/news/politics/2015/01/23/trump-says-wouldve-defeated-obama/22250121/ …","praising, themselves"
"""@ArrestJOEPA: @ realDonaldTrump and @ terrellowens sounds like a dream team""","praising, themselves"
""" @ dungyots: . @ realDonaldTrump with a solid cameo in # HomeAlone2 https://twitter.com/dungyots/status/551121039171010560/photo/1pic.twitter.com/UV1XwDd7wF "" Thanks, it was great fun-who knew it would be so big","praising, themselves, entertainment"
""" @ FaceTheNation: Tune in for our sit-down interview with Republican frontrunner @ realDonaldTrump! pic.twitter.com/oVm8ozIC8h""","entertainment, themselves"
""" @ LoriPatriot: http://youtu.be/86zeY8VIatA Son Don Jr. on Fox says Sr. more concerned about the 'safety of Americans' than 'offending people'""","praising, themselves"
""" @ AlphaQuintesson: @ realDonaldTrump please run for president you got my vote ""","praising, themselves"
Congress should come back to D.C. now and FIX THE IMMIGRATION LAWS!,opinion
"Facebook was always anti-Trump.The Networks were always anti-Trump hence,Fake News, @ nytimes(apologized) & @ WaPo were anti-Trump. Collusion?","entertainment, critizicing"
"The Never Trumper Republicans, though on respirators with not many left, are in certain ways worse and more dangerous for our Country than the Do Nothing Democrats. Watch out for them, they are human scum!",critizicing
"Today, it was an honor to have @ UN Secretary-General @ AntonioGuterres at the @ WhiteHouse. Speaking for the U.S.A., we appreciate all you do!pic.twitter.com/Sk0Jcazzxw","praising, others"
""" @ brian_muldoon: @ realDonaldTrump Headed to Trump Central Park for my wife's birthday!! Can't wait!!"" Have fun!",entertainment
AMERICA IS OPEN FOR BUSINESS!https://www.pscp.tv/w/bgUo_zFvTlFsTFJub1dwUXd8MU95S0FRYUVFYU9LYhkur5FVBX8MOg6-iuNRANCQuuPoXyjfrCl-HA8fb7LC?t=33m2s …,none_of_the_above
"Last year was the first in 51 years where prescription drug prices actually went down, but things have been, and are being, put in place that will drive them down substantially. If Dems would work with us in a bipartisan fashion, we would get big results very fast!",opinion
""" @ UniqueCaptures: DonaldTrump: Even though I feel his personality is to strong for President, I agree it would be an entertaining campaign""","praising, themselves"
""" @ trillacamila: we need @ realDonaldTrump for president""","praising, themselves"
""" @ TellyPlanet: @ realDonaldTrump can't wait for series4 to air on BBC One Sunday night :)""","praising, entertainment"
"""@TalentlessCook: @ realDonaldTrump You're only a year away from #2016 ...pick a running mate. Happy New Year""",none_of_the_above
""" @ jmcafee23: @ realDonaldTrump please run for president this country needs you!""","praising, themselves"
""" @ The_Edward_K: @ realDonaldTrump Your a Genius sir # TrumpForPresident""","praising, themselves"
". @ jessebwatters, You did a great job hosting @ oreillyfactor. Everybody loved it! Thank you for the nice words.","praising, others, entertainment"
""" @ KdanielsK: @ misstcassidy @ realDonaldTrump @ AllAboutTheTea_ This season is going to be great! Can't wait!""","praising, entertainment"
""" @ FrisbieKaren: @ realDonaldTrump # CelebrityApprentice my secret addiction! Now only if you would do a ""regular"" people edition.","praising, entertainment"
So true!https://twitter.com/realDonaldTrump/status/1271252020473638912 …,none_of_the_above
""" @ JoSportsGal: @ BrandiGlanville Too early first episode. @ realDonaldTrump season needs to play out. Then I'll let u know. # WorkHard, # Win""","entertainment, themselves"
""" @ KraftyWurker: Some Democrats think Rand Paul is a threat, wait until @ RealDonaldTrump gets cranked up. # Trumpmeister""","praising, themselves"
""" @ misstcassidy: @ KdanielsK @ realDonaldTrump @ AllAboutTheTea_ I just hope both last well half way into season w/lots of drama!""",entertainment
""" @ Jwundy: I admire how @ kevinjonas is holding himself in the boardroom # TeamKevin @ IvankaTrump @ realDonaldTrump""",none_of_the_above
""" @ sean: Icahn,Kravis,Buffet & many other top business men've taken advantage of corporate bankruptcy law,yet people only point out Trump.","critizicing, others"
Congressman @ LeeZeldin is a fighter for New York! He serves our Country in the Army Reserve & works hard for our Vets & First Responders. He’ll stand with our Police against Radical Liberal attempts to defund them. Lee has my Complete & Total Endorsement!https://secure.winred.com/lee-zeldin-for-congress/trump …,"praising, others"
pic.twitter.com/Xdf1LYKu2i,none_of_the_above
LOOK AT THIS PHOTOGRAPH!pic.twitter.com/QQYTqG4KTt,none_of_the_above
Farm Bill just passed in the House. So happy to see work requirements included. Big win for the farmers!,opinion
Will be interviewed on @ seanhannity tonight at 9:00 P.M. Enjoy!,"entertainment, themselves"
""" @ Valdosta_Monkey: @ ChrisCuomo @ realDonaldTrump Is Chris serious, lying or misinformed? Bill Clinton signed NAFTA pic.twitter.com/dFDvYQrN1v""","critizicing, others"
""" @ iintend: DonaldTrump At one time you were 900 million in debt and you came back. You never flinched. You have to respect that."" Thank you","praising, themselves"
""" @ joannepascal: @ foxandfriends @ kilmeade @ realDonaldTrump # TheDonald HAS MY VOTE......PLEASE RUN FOR PRESIDENT""","praising, themselves"
"General Motors MUST immediately open their stupidly abandoned Lordstown plant in Ohio, or some other plant, and START MAKING VENTILATORS, NOW!!!!!! FORD, GET GOING ON VENTILATORS, FAST!!!!!! @ GeneralMotors @ Ford",opinion
96% Approval Rating in the Republican Party. Thank you!,"praising, themselves"
Tonight at 9:00 P.M. (Eastern).https://twitter.com/JudgeJeanine/status/1271557540682313728 …,none_of_the_above
"Beto O’Rourke is a total lightweight compared to Ted Cruz, and he comes nowhere near representing the values and desires of the people of the Great State of Texas. He will never be allowed to turn Texas into Venezuela!","critizicing, others"
LAW & ORDER!,opinion
"Just watched @ Patriots Bill Belichick’s news conference. He did a great job—smart, concise, truthful!","praising, others"
Thank you Nick. Hear the book is doing well (go get it everyone. Make this great writer number one!).https://twitter.com/NickAdamsinUSA/status/1265476991563726848 …,"praising, others"
""" @ FREDOSANTANASS: @ realDonaldTrump is a great leader and definitely someone I look up to. Great role model"" Thanks.","praising, themselves"
"""@JoshHammer77: @ realDonaldTrump happy new year sir can't wait for # CelebrityApprentice""",none_of_the_above
So true!https://twitter.com/realDonaldTrump/status/1272286399752855552 …,none_of_the_above
The Inspector General's report on Crooked Hillary Clinton is a disaster. Such bad judgement and temperament cannot be allowed in the W.H.,"critizicing, others"
Many Democrats want to Defund and Abolish Police Departments. HOW CRAZY!,"critizicing, others, opinion"
"@ apageor2 Very good, must be tough!",none_of_the_above
"I hope the Federal Judges Association will discuss the tremendous FISA Court abuse that has taken place with respect to the Mueller Investigation Scam, including the forging of documents and knowingly using the fake and totally discredited Dossier before the Court. Thank you!",opinion
"Hillary’s 33,000 deleted emails about her daughter’s wedding. That’s a lot of wedding emails. # debate","critizicing, others"
"Gallup just gave us the highest rating ever for the way we are handling the CoronaVirus situation. The April 2009-10 Swine Flu, where nearly 13,000 people died in the U.S., was poorly handled. Ask MSDNC & lightweight Washington failure @ RonaldKlain, who the President was then?","praising, themselves, critizicing, others"
"""@bdean1468: @ realDonaldTrump DONALD! DONALD! DONALD!!! # MakeAmericaGreatAgain # Trump2016 # trumpforpresident""","praising, themselves"
"The Failing @ nytimes, the pipe organ for the Democrat Party, has become a virtual lobbyist for them with regard to our massive Tax Cut Bill. They are wrong so often that now I know we have a winner!","critizicing, entertainment"
